Number of data points:20:
beland:1701:
26.39:8.:71.1:116.7:Y: :
19.16:330.:35.7:130.:Y: :
25.38:18.:80.5:119.6:Y: :
23.04:325.:28.2:133.8:Y: :
27.04:15.:77.3:112.4:Y: :
33.06:341.:57.6:110.4:Y: :
27.28:34.:88.7:114.5:Y: :
19.47:346.:55.4:130.5:Y: :
20.35:30.:94.4:130.4:Y: :
21.10:329.:28.4:124.7:N: :
30.00:32.:88.8:112.4:Y: :
20.35:343.:53.:118.5:Y: :
33.75:22.:82.1:109.7:Y: :
20.17:331.:45.3:117.5:Y: :
22.89:14.:75.9:120.7:Y: :
19.47:346.:55.9:124.1:Y: :
33.06:4.:70.:117.6:Y: :
31.33:354.:62.4:124.4:Y: :
19.47:330.:41.7:130.8:Y: :
26.04:360.:66.8:138.3:Y: :
